# Time[s],V[m/s],free_surface_elevation[m]
396.600,6.360,1.124
396.700,6.380,1.317
396.800,6.387,1.494
396.900,6.382,1.656
397.000,6.363,1.801
397.100,6.330,1.931
397.200,6.286,2.045
397.300,6.233,2.143
397.400,6.174,2.223
397.500,6.112,2.286
397.600,6.053,2.330
397.700,6.000,2.355
397.800,5.958,2.359
397.900,5.930,2.344
398.000,5.921,2.308
398.100,5.932,2.253
398.200,5.966,2.179
398.300,6.022,2.087
398.400,6.099,1.981
398.500,6.195,1.862
398.600,6.308,1.734
398.700,6.432,1.600
398.800,6.564,1.464
398.900,6.699,1.329
399.000,6.830,1.198
399.100,6.955,1.075
399.200,7.069,0.961
399.300,7.168,0.859
399.400,7.251,0.770
399.500,7.317,0.694
399.600,7.367,0.631
399.700,7.401,0.580
399.800,7.421,0.540
399.900,7.431,0.509
400.000,7.434,0.486
400.100,7.434,0.469
400.200,7.432,0.457
400.300,7.432,0.449
400.400,7.436,0.443
400.500,7.444,0.440
400.600,7.456,0.440
400.700,7.471,0.444
400.800,7.487,0.452
400.900,7.499,0.465
401.000,7.506,0.485
401.100,7.503,0.514
401.200,7.486,0.550
401.300,7.453,0.596
401.400,7.401,0.650
401.500,7.328,0.711
401.600,7.235,0.779
401.700,7.122,0.851
401.800,6.993,0.924
401.900,6.849,0.994
402.000,6.697,1.060
402.100,6.541,1.116
402.200,6.386,1.160
402.300,6.239,1.188
402.400,6.105,1.198
402.500,5.988,1.189
402.600,5.892,1.158
402.700,5.819,1.106
402.800,5.772,1.033
402.900,5.750,0.941
403.000,5.751,0.831
403.100,5.773,0.706
403.200,5.812,0.569
403.300,5.865,0.422
403.400,5.927,0.268
403.500,5.994,0.111
403.600,6.060,-0.049
403.700,6.123,-0.208
403.800,6.180,-0.365
403.900,6.228,-0.520
404.000,6.266,-0.673
404.100,6.294,-0.823
404.200,6.314,-0.970
404.300,6.326,-1.116
404.400,6.333,-1.260
404.500,6.338,-1.404
404.600,6.342,-1.547
404.700,6.348,-1.688
404.800,6.360,-1.827
404.900,6.378,-1.963
405.000,6.403,-2.094
405.100,6.437,-2.217
405.200,6.479,-2.330
405.300,6.527,-2.430
405.400,6.582,-2.514
405.500,6.640,-2.579
405.600,6.700,-2.624
405.700,6.760,-2.646
405.800,6.816,-2.642
405.900,6.868,-2.614
406.000,6.912,-2.559
406.100,6.949,-2.480
406.200,6.975,-2.376
406.300,6.992,-2.250
406.400,6.999,-2.103
406.500,6.996,-1.939
406.600,6.984,-1.759
406.700,6.965,-1.568
406.800,6.940,-1.368
406.900,6.910,-1.161
407.000,6.879,-0.950
407.100,6.847,-0.738
407.200,6.816,-0.526
407.300,6.789,-0.316
407.400,6.768,-0.109
407.500,6.754,0.093
407.600,6.748,0.289
407.700,6.751,0.479
407.800,6.764,0.662
407.900,6.786,0.837
408.000,6.818,1.003
408.100,6.857,1.159
408.200,6.903,1.305
408.300,6.953,1.437
408.400,7.006,1.557
408.500,7.058,1.662
408.600,7.107,1.752
408.700,7.150,1.824
408.800,7.184,1.880
408.900,7.207,1.917
409.000,7.218,1.937
409.100,7.214,1.939
409.200,7.196,1.923
409.300,7.164,1.892
409.400,7.120,1.845
409.500,7.065,1.785
409.600,7.003,1.714
409.700,6.937,1.634
409.800,6.871,1.546
409.900,6.809,1.453
410.000,6.756,1.357
410.100,6.714,1.260
410.200,6.687,1.163
410.300,6.677,1.068
410.400,6.686,0.975
410.500,6.712,0.886
410.600,6.756,0.800
410.700,6.814,0.719
410.800,6.884,0.641
410.900,6.962,0.567
411.000,7.044,0.496
411.100,7.125,0.428
411.200,7.202,0.362
411.300,7.270,0.297
411.400,7.328,0.233
411.500,7.373,0.171
411.600,7.404,0.108
411.700,7.424,0.046
411.800,7.434,-0.017
411.900,7.436,-0.080
412.000,7.434,-0.143
412.100,7.434,-0.207
412.200,7.439,-0.271
412.300,7.453,-0.336
412.400,7.479,-0.402
412.500,7.522,-0.469
412.600,7.581,-0.537
412.700,7.657,-0.607
412.800,7.750,-0.679
412.900,7.855,-0.752
413.000,7.969,-0.828
413.100,8.088,-0.906
413.200,8.205,-0.987
413.300,8.316,-1.068
413.400,8.415,-1.151
413.500,8.497,-1.234
413.600,8.558,-1.315
413.700,8.596,-1.394
413.800,8.609,-1.468
413.900,8.597,-1.535
414.000,8.563,-1.593
414.100,8.510,-1.640
414.200,8.443,-1.674
414.300,8.366,-1.692
414.400,8.285,-1.692
414.500,8.207,-1.673
414.600,8.136,-1.634
414.700,8.076,-1.575
414.800,8.031,-1.495
414.900,8.004,-1.395
415.000,7.994,-1.276
415.100,8.002,-1.140
415.200,8.023,-0.991
415.300,8.055,-0.830
415.400,8.094,-0.661
415.500,8.135,-0.489
415.600,8.172,-0.316
415.700,8.201,-0.147
415.800,8.218,0.015
415.900,8.219,0.167
416.000,8.203,0.305
416.100,8.170,0.429
416.200,8.119,0.536
416.300,8.053,0.625
416.400,7.976,0.697
416.500,7.891,0.753
416.600,7.805,0.792
416.700,7.721,0.818
416.800,7.646,0.833
416.900,7.585,0.839
417.000,7.541,0.838
417.100,7.517,0.834
417.200,7.516,0.829
417.300,7.538,0.825
417.400,7.583,0.825
417.500,7.649,0.830
417.600,7.733,0.841
417.700,7.832,0.859
417.800,7.940,0.884
417.900,8.053,0.917
418.000,8.167,0.956
418.100,8.277,1.000
418.200,8.378,1.049
418.300,8.468,1.101
418.400,8.543,1.155
418.500,8.603,1.208
418.600,8.645,1.260
418.700,8.671,1.309
418.800,8.682,1.354
418.900,8.678,1.392
419.000,8.663,1.423
419.100,8.640,1.446
419.200,8.611,1.458
419.300,8.579,1.460
419.400,8.549,1.449
419.500,8.523,1.426
419.600,8.503,1.389
419.700,8.492,1.339
419.800,8.492,1.274
419.900,8.504,1.195
420.000,8.529,1.102
420.100,8.567,0.996
420.200,8.617,0.878
420.300,8.679,0.749
420.400,8.750,0.612
420.500,8.830,0.467
420.600,8.915,0.318
420.700,9.005,0.167
420.800,9.096,0.017
420.900,9.185,-0.131
421.000,9.271,-0.273
421.100,9.350,-0.408
421.200,9.422,-0.534
421.300,9.484,-0.648
421.400,9.536,-0.751
421.500,9.576,-0.841
421.600,9.604,-0.919
421.700,9.620,-0.984
421.800,9.626,-1.038
421.900,9.621,-1.081
422.000,9.607,-1.114
422.100,9.585,-1.139
422.200,9.557,-1.156
422.300,9.525,-1.167
422.400,9.488,-1.172
422.500,9.450,-1.172
422.600,9.410,-1.167
422.700,9.368,-1.157
422.800,9.326,-1.140
422.900,9.284,-1.118
423.000,9.240,-1.088
423.100,9.195,-1.049
423.200,9.149,-1.002
423.300,9.101,-0.946
423.400,9.051,-0.880
423.500,8.999,-0.804
423.600,8.946,-0.719
423.700,8.891,-0.626
423.800,8.836,-0.528
423.900,8.781,-0.425
424.000,8.729,-0.321
424.100,8.681,-0.218
424.200,8.637,-0.121
424.300,8.600,-0.031
424.400,8.571,0.048
424.500,8.550,0.113
424.600,8.538,0.161
424.700,8.536,0.191
424.800,8.542,0.201
424.900,8.556,0.190
425.000,8.577,0.158
425.100,8.603,0.107
425.200,8.633,0.037
425.300,8.665,-0.049
425.400,8.698,-0.148
425.500,8.730,-0.257
425.600,8.761,-0.373
425.700,8.788,-0.492
425.800,8.812,-0.608
425.900,8.833,-0.720
426.000,8.850,-0.822
426.100,8.865,-0.911
426.200,8.878,-0.985
426.300,8.889,-1.041
426.400,8.900,-1.077
426.500,8.911,-1.093
426.600,8.923,-1.087
426.700,8.935,-1.061
426.800,8.948,-1.015
426.900,8.961,-0.951
427.000,8.975,-0.871
427.100,8.988,-0.780
427.200,9.000,-0.679
427.300,9.011,-0.573
427.400,9.021,-0.465
427.500,9.029,-0.358
427.600,9.036,-0.258
427.700,9.043,-0.166
427.800,9.051,-0.086
427.900,9.060,-0.019
428.000,9.073,0.033
428.100,9.090,0.069
428.200,9.112,0.090
428.300,9.142,0.096
428.400,9.178,0.088
428.500,9.221,0.070
428.600,9.269,0.043
428.700,9.322,0.012
428.800,9.377,-0.021
428.900,9.430,-0.053
429.000,9.479,-0.079
429.100,9.520,-0.098
429.200,9.550,-0.107
429.300,9.564,-0.104
429.400,9.561,-0.088
429.500,9.539,-0.059
429.600,9.496,-0.016
429.700,9.432,0.038
429.800,9.350,0.104
429.900,9.250,0.177
430.000,9.138,0.258
430.100,9.017,0.342
430.200,8.893,0.428
430.300,8.770,0.514
430.400,8.655,0.597
430.500,8.553,0.676
430.600,8.468,0.750
430.700,8.403,0.819
430.800,8.362,0.882
430.900,8.345,0.940
431.000,8.352,0.994
431.100,8.383,1.045
431.200,8.433,1.093
431.300,8.500,1.141
431.400,8.578,1.189
431.500,8.664,1.238
431.600,8.753,1.289
431.700,8.838,1.343
431.800,8.918,1.399
431.900,8.987,1.457
432.000,9.043,1.517
432.100,9.085,1.579
432.200,9.111,1.640
432.300,9.124,1.701
432.400,9.123,1.760
432.500,9.111,1.816
432.600,9.091,1.868
432.700,9.065,1.915
432.800,9.036,1.957
432.900,9.007,1.991
433.000,8.981,2.018
433.100,8.959,2.036
433.200,8.943,2.045
433.300,8.935,2.042
433.400,8.933,2.028
433.500,8.939,2.001
433.600,8.952,1.958
433.700,8.970,1.899
433.800,8.993,1.823
433.900,9.018,1.728
434.000,9.046,1.613
434.100,9.073,1.477
434.200,9.100,1.322
434.300,9.124,1.146
434.400,9.144,0.953
434.500,9.160,0.744
434.600,9.170,0.521
434.700,9.174,0.290
434.800,9.170,0.053
434.900,9.157,-0.184
435.000,9.135,-0.418
435.100,9.103,-0.642
435.200,9.061,-0.852
435.300,9.009,-1.045
435.400,8.946,-1.216
435.500,8.874,-1.364
435.600,8.793,-1.487
435.700,8.705,-1.584
435.800,8.613,-1.657
435.900,8.518,-1.706
436.000,8.424,-1.736
436.100,8.333,-1.748
436.200,8.249,-1.748
436.300,8.174,-1.739
436.400,8.111,-1.727
436.500,8.062,-1.715
436.600,8.029,-1.707
436.700,8.012,-1.706
436.800,8.012,-1.715
436.900,8.027,-1.736
437.000,8.055,-1.769
437.100,8.096,-1.814
437.200,8.145,-1.870
437.300,8.201,-1.936
437.400,8.259,-2.010
437.500,8.316,-2.089
437.600,8.371,-2.170
437.700,8.421,-2.252
437.800,8.465,-2.331
437.900,8.502,-2.406
438.000,8.533,-2.473
438.100,8.557,-2.531
438.200,8.577,-2.578
438.300,8.594,-2.613
438.400,8.610,-2.635
438.500,8.627,-2.641
438.600,8.646,-2.632
438.700,8.668,-2.606
438.800,8.695,-2.562
438.900,8.726,-2.498
439.000,8.759,-2.416
439.100,8.793,-2.313
439.200,8.827,-2.190
439.300,8.856,-2.046
439.400,8.879,-1.883
439.500,8.892,-1.701
439.600,8.894,-1.503
439.700,8.881,-1.290
439.800,8.852,-1.067
439.900,8.807,-0.836
440.000,8.747,-0.602
440.100,8.671,-0.368
440.200,8.583,-0.140
440.300,8.485,0.079
440.400,8.380,0.284
440.500,8.273,0.474
440.600,8.166,0.645
440.700,8.064,0.796
440.800,7.969,0.927
440.900,7.884,1.039
441.000,7.812,1.133
441.100,7.753,1.212
441.200,7.709,1.278
441.300,7.679,1.336
441.400,7.664,1.389
441.500,7.661,1.440
441.600,7.670,1.493
441.700,7.690,1.550
441.800,7.719,1.612
441.900,7.757,1.680
442.000,7.803,1.753
442.100,7.855,1.831
442.200,7.914,1.910
442.300,7.978,1.988
442.400,8.047,2.062
442.500,8.121,2.128
442.600,8.197,2.183
442.700,8.276,2.223
442.800,8.353,2.248
442.900,8.428,2.256
443.000,8.497,2.247
443.100,8.557,2.221
443.200,8.604,2.181
443.300,8.635,2.129
443.400,8.648,2.068
443.500,8.640,2.004
443.600,8.610,1.938
443.700,8.558,1.877
443.800,8.483,1.821
443.900,8.390,1.775
444.000,8.280,1.739
444.100,8.159,1.715
444.200,8.032,1.700
444.300,7.905,1.693
444.400,7.784,1.691
444.500,7.675,1.690
444.600,7.582,1.686
444.700,7.512,1.674
444.800,7.465,1.650
444.900,7.445,1.609
445.000,7.450,1.547
445.100,7.479,1.463
445.200,7.529,1.355
445.300,7.594,1.222
445.400,7.669,1.066
445.500,7.748,0.890
445.600,7.825,0.696
445.700,7.893,0.490
445.800,7.947,0.275
445.900,7.984,0.058
446.000,8.001,-0.157
446.100,7.996,-0.363
446.200,7.971,-0.557
446.300,7.926,-0.734
446.400,7.866,-0.891
446.500,7.794,-1.026
446.600,7.715,-1.137
446.700,7.633,-1.223
446.800,7.554,-1.286
446.900,7.480,-1.325
447.000,7.414,-1.343
447.100,7.359,-1.342
447.200,7.315,-1.324
447.300,7.279,-1.291
447.400,7.252,-1.246
447.500,7.229,-1.191
447.600,7.208,-1.128
447.700,7.184,-1.059
447.800,7.155,-0.987
447.900,7.118,-0.912
448.000,7.071,-0.836
448.100,7.014,-0.760
448.200,6.947,-0.686
448.300,6.872,-0.615
448.400,6.792,-0.547
448.500,6.710,-0.485
448.600,6.632,-0.430
448.700,6.562,-0.381
448.800,6.504,-0.340
448.900,6.461,-0.307
449.000,6.438,-0.284
449.100,6.434,-0.269
449.200,6.451,-0.262
449.300,6.487,-0.263
449.400,6.539,-0.271
449.500,6.604,-0.285
449.600,6.675,-0.303
449.700,6.750,-0.324
449.800,6.821,-0.346
449.900,6.883,-0.369
450.000,6.933,-0.391
450.100,6.967,-0.411
450.200,6.983,-0.428
450.300,6.980,-0.444
450.400,6.961,-0.457
450.500,6.927,-0.468
450.600,6.882,-0.478
450.700,6.831,-0.488
450.800,6.779,-0.500
450.900,6.731,-0.514
451.000,6.694,-0.531
451.100,6.671,-0.553
451.200,6.665,-0.580
451.300,6.680,-0.612
451.400,6.715,-0.650
451.500,6.771,-0.693
451.600,6.845,-0.740
451.700,6.935,-0.791
451.800,7.038,-0.844
451.900,7.149,-0.899
452.000,7.264,-0.952
452.100,7.378,-1.004
452.200,7.489,-1.052
452.300,7.594,-1.096
452.400,7.690,-1.134
452.500,7.777,-1.165
452.600,7.855,-1.188
452.700,7.925,-1.202
452.800,7.987,-1.206
452.900,8.045,-1.201
453.000,8.100,-1.185
453.100,8.154,-1.159
453.200,8.208,-1.121
453.300,8.264,-1.071
453.400,8.322,-1.010
453.500,8.381,-0.938
453.600,8.441,-0.854
453.700,8.499,-0.760
453.800,8.553,-0.656
453.900,8.601,-0.543
454.000,8.642,-0.424
454.100,8.672,-0.299
454.200,8.690,-0.173
454.300,8.696,-0.047
454.400,8.688,0.077
454.500,8.668,0.194
454.600,8.638,0.303
454.700,8.598,0.400
454.800,8.551,0.485
454.900,8.501,0.554
455.000,8.449,0.607
455.100,8.398,0.643
455.200,8.351,0.664
455.300,8.309,0.670
455.400,8.272,0.662
455.500,8.240,0.644
455.600,8.214,0.617
455.700,8.192,0.585
455.800,8.172,0.551
455.900,8.153,0.517
456.000,8.132,0.486
456.100,8.109,0.460
456.200,8.081,0.441
456.300,8.050,0.429
456.400,8.013,0.423
456.500,7.973,0.425
456.600,7.931,0.432
456.700,7.889,0.444
456.800,7.848,0.458
456.900,7.812,0.474
457.000,7.784,0.490
457.100,7.764,0.504
457.200,7.755,0.517
457.300,7.759,0.528
457.400,7.774,0.538
457.500,7.800,0.548
457.600,7.836,0.561
457.700,7.880,0.577
457.800,7.929,0.600
457.900,7.979,0.632
458.000,8.028,0.675
458.100,8.073,0.730
458.200,8.111,0.799
458.300,8.140,0.882
458.400,8.158,0.978
458.500,8.165,1.086
458.600,8.162,1.203
458.700,8.149,1.324
458.800,8.129,1.447
458.900,8.103,1.567
459.000,8.073,1.678
459.100,8.042,1.776
459.200,8.012,1.856
459.300,7.985,1.914
459.400,7.961,1.947
459.500,7.942,1.953
459.600,7.926,1.930
459.700,7.912,1.879
459.800,7.900,1.801
459.900,7.886,1.698
460.000,7.870,1.572
460.100,7.848,1.428
460.200,7.819,1.270
460.300,7.782,1.102
460.400,7.737,0.929
460.500,7.683,0.753
460.600,7.621,0.579
460.700,7.553,0.410
460.800,7.481,0.248
460.900,7.408,0.094
461.000,7.338,-0.051
461.100,7.273,-0.187
461.200,7.217,-0.314
461.300,7.171,-0.433
461.400,7.138,-0.546
461.500,7.118,-0.653
461.600,7.111,-0.756
461.700,7.116,-0.855
461.800,7.132,-0.952
461.900,7.155,-1.045
462.000,7.182,-1.136
462.100,7.211,-1.222
462.200,7.236,-1.304
462.300,7.256,-1.380
462.400,7.266,-1.448
462.500,7.265,-1.507
462.600,7.251,-1.555
462.700,7.224,-1.590
462.800,7.185,-1.612
462.900,7.136,-1.619
463.000,7.078,-1.610
463.100,7.015,-1.585
463.200,6.952,-1.545
463.300,6.891,-1.489
463.400,6.838,-1.418
463.500,6.795,-1.333
463.600,6.767,-1.237
463.700,6.755,-1.129
463.800,6.762,-1.012
463.900,6.789,-0.889
464.000,6.835,-0.760
464.100,6.899,-0.627
464.200,6.980,-0.494
464.300,7.076,-0.361
464.400,7.183,-0.230
464.500,7.297,-0.104
464.600,7.416,0.016
464.700,7.535,0.128
464.800,7.651,0.231
464.900,7.760,0.324
465.000,7.861,0.406
465.100,7.951,0.476
465.200,8.028,0.535
465.300,8.091,0.583
465.400,8.140,0.620
465.500,8.175,0.647
465.600,8.196,0.665
465.700,8.205,0.675
465.800,8.202,0.679
465.900,8.190,0.679
466.000,8.170,0.675
466.100,8.143,0.668
466.200,8.111,0.659
466.300,8.075,0.649
466.400,8.037,0.637
466.500,7.998,0.623
466.600,7.957,0.606
466.700,7.916,0.584
466.800,7.874,0.556
466.900,7.831,0.520
467.000,7.787,0.475
467.100,7.740,0.418
467.200,7.690,0.349
467.300,7.636,0.265
467.400,7.578,0.168
467.500,7.515,0.058
467.600,7.448,-0.065
467.700,7.376,-0.199
467.800,7.300,-0.341
467.900,7.222,-0.489
468.000,7.145,-0.638
468.100,7.069,-0.786
468.200,6.997,-0.928
468.300,6.934,-1.062
468.400,6.881,-1.184
468.500,6.841,-1.292
468.600,6.817,-1.383
468.700,6.811,-1.458
468.800,6.824,-1.514
468.900,6.857,-1.553
469.000,6.910,-1.576
469.100,6.980,-1.585
469.200,7.067,-1.581
469.300,7.166,-1.568
469.400,7.274,-1.546
469.500,7.386,-1.519
469.600,7.499,-1.488
469.700,7.607,-1.454
469.800,7.705,-1.417
469.900,7.790,-1.378
470.000,7.858,-1.336
470.100,7.907,-1.288
470.200,7.934,-1.234
470.300,7.939,-1.170
470.400,7.923,-1.096
470.500,7.886,-1.008
470.600,7.832,-0.905
470.700,7.762,-0.786
470.800,7.680,-0.650
470.900,7.589,-0.499
471.000,7.492,-0.332
471.100,7.392,-0.153
471.200,7.292,0.036
471.300,7.193,0.231
471.400,7.096,0.428
471.500,7.002,0.622
471.600,6.912,0.810
471.700,6.824,0.987
471.800,6.738,1.148
471.900,6.654,1.292
472.000,6.571,1.415
472.100,6.489,1.516
472.200,6.409,1.595
472.300,6.331,1.650
472.400,6.257,1.684
472.500,6.190,1.697
472.600,6.132,1.692
472.700,6.086,1.672
472.800,6.055,1.639
472.900,6.042,1.596
473.000,6.050,1.545
473.100,6.080,1.488
473.200,6.135,1.427
473.300,6.213,1.364
473.400,6.313,1.299
473.500,6.434,1.233
473.600,6.572,1.167
473.700,6.722,1.100
473.800,6.880,1.033
473.900,7.040,0.965
474.000,7.197,0.897
474.100,7.345,0.828
474.200,7.479,0.761
474.300,7.595,0.696
474.400,7.689,0.633
474.500,7.760,0.575
474.600,7.806,0.522
474.700,7.827,0.476
474.800,7.826,0.438
474.900,7.803,0.409
475.000,7.762,0.390
475.100,7.707,0.380
475.200,7.642,0.380
475.300,7.569,0.388
475.400,7.493,0.402
475.500,7.417,0.422
475.600,7.343,0.444
475.700,7.273,0.466
475.800,7.209,0.487
475.900,7.152,0.503
476.000,7.101,0.513
476.100,7.057,0.514
476.200,7.019,0.507
476.300,6.988,0.490
476.400,6.962,0.464
476.500,6.943,0.429
476.600,6.929,0.386
476.700,6.922,0.336
476.800,6.922,0.282
476.900,6.929,0.226
477.000,6.946,0.168
477.100,6.972,0.112
477.200,7.008,0.058
477.300,7.055,0.006
477.400,7.112,-0.041
477.500,7.179,-0.085
477.600,7.254,-0.125
477.700,7.336,-0.163
477.800,7.423,-0.200
477.900,7.512,-0.236
478.000,7.600,-0.273
478.100,7.685,-0.312
478.200,7.766,-0.354
478.300,7.838,-0.400
478.400,7.902,-0.449
478.500,7.957,-0.502
478.600,8.001,-0.558
478.700,8.037,-0.615
478.800,8.064,-0.672
478.900,8.086,-0.727
479.000,8.104,-0.779
479.100,8.119,-0.826
479.200,8.136,-0.867
479.300,8.156,-0.899
479.400,8.180,-0.922
479.500,8.209,-0.936
479.600,8.244,-0.940
479.700,8.286,-0.936
479.800,8.331,-0.924
479.900,8.380,-0.905
480.000,8.430,-0.880
480.100,8.478,-0.852
480.200,8.521,-0.822
480.300,8.557,-0.791
480.400,8.585,-0.761
480.500,8.601,-0.732
480.600,8.605,-0.704
480.700,8.596,-0.678
480.800,8.575,-0.653
480.900,8.544,-0.629
481.000,8.502,-0.604
481.100,8.455,-0.578
481.200,8.403,-0.548
481.300,8.350,-0.515
481.400,8.300,-0.476
481.500,8.255,-0.433
481.600,8.217,-0.383
481.700,8.189,-0.329
481.800,8.171,-0.270
481.900,8.164,-0.208
482.000,8.168,-0.144
482.100,8.182,-0.081
482.200,8.204,-0.019
482.300,8.232,0.038
482.400,8.264,0.088
482.500,8.297,0.131
482.600,8.329,0.164
482.700,8.356,0.186
482.800,8.378,0.198
482.900,8.393,0.199
483.000,8.399,0.190
483.100,8.396,0.172
483.200,8.385,0.147
483.300,8.364,0.117
483.400,8.336,0.084
483.500,8.302,0.050
483.600,8.262,0.019
483.700,8.220,-0.008
483.800,8.176,-0.028
483.900,8.131,-0.041
484.000,8.089,-0.043
484.100,8.048,-0.035
484.200,8.012,-0.016
484.300,7.980,0.015
484.400,7.953,0.055
484.500,7.930,0.105
484.600,7.913,0.162
484.700,7.900,0.225
484.800,7.892,0.292
484.900,7.887,0.360
485.000,7.884,0.428
485.100,7.883,0.491
485.200,7.883,0.549
485.300,7.883,0.598
485.400,7.882,0.637
485.500,7.879,0.663
485.600,7.874,0.675
485.700,7.865,0.671
485.800,7.853,0.652
485.900,7.838,0.616
486.000,7.819,0.563
486.100,7.797,0.495
486.200,7.773,0.411
486.300,7.746,0.314
486.400,7.718,0.204
486.500,7.690,0.085
486.600,7.662,-0.041
486.700,7.636,-0.173
486.800,7.612,-0.308
486.900,7.590,-0.443
487.000,7.572,-0.575
487.100,7.557,-0.702
487.200,7.544,-0.823
487.300,7.533,-0.936
487.400,7.523,-1.038
487.500,7.513,-1.130
487.600,7.502,-1.210
487.700,7.487,-1.277
487.800,7.469,-1.333
487.900,7.445,-1.376
488.000,7.416,-1.406
488.100,7.381,-1.425
488.200,7.340,-1.431
488.300,7.294,-1.425
488.400,7.246,-1.408
488.500,7.195,-1.379
488.600,7.146,-1.338
488.700,7.101,-1.285
488.800,7.061,-1.219
488.900,7.030,-1.141
489.000,7.011,-1.051
489.100,7.004,-0.948
489.200,7.010,-0.834
489.300,7.031,-0.709
489.400,7.066,-0.574
489.500,7.113,-0.431
489.600,7.170,-0.281
489.700,7.235,-0.128
489.800,7.305,0.027
489.900,7.376,0.181
490.000,7.444,0.331
490.100,7.507,0.476
490.200,7.562,0.613
490.300,7.605,0.741
490.400,7.637,0.858
490.500,7.657,0.964
490.600,7.665,1.059
490.700,7.662,1.144
490.800,7.651,1.221
490.900,7.635,1.291
491.000,7.616,1.356
491.100,7.598,1.419
491.200,7.585,1.482
491.300,7.579,1.548
491.400,7.582,1.617
491.500,7.595,1.692
491.600,7.619,1.772
491.700,7.654,1.859
491.800,7.696,1.949
491.900,7.745,2.043
492.000,7.797,2.136
492.100,7.848,2.227
492.200,7.894,2.311
492.300,7.932,2.385
492.400,7.958,2.446
492.500,7.970,2.489
492.600,7.965,2.512
492.700,7.943,2.512
492.800,7.905,2.488
492.900,7.850,2.438
493.000,7.782,2.364
493.100,7.704,2.266
493.200,7.619,2.145
493.300,7.533,2.006
493.400,7.448,1.850
493.500,7.370,1.682
493.600,7.302,1.505
493.700,7.248,1.323
493.800,7.212,1.140
493.900,7.193,0.959
494.000,7.195,0.782
494.100,7.217,0.612
494.200,7.258,0.450
494.300,7.318,0.297
494.400,7.394,0.152
494.500,7.484,0.015
494.600,7.587,-0.116
494.700,7.700,-0.240
494.800,7.820,-0.361
494.900,7.946,-0.480
495.000,8.076,-0.599
495.100,8.209,-0.718
495.200,8.344,-0.840
495.300,8.478,-0.964
495.400,8.613,-1.092
495.500,8.746,-1.222
495.600,8.877,-1.354
495.700,9.006,-1.487
495.800,9.130,-1.619
495.900,9.249,-1.749
496.000,9.362,-1.874
496.100,9.466,-1.991
496.200,9.560,-2.099
496.300,9.643,-2.194
496.400,9.712,-2.276
496.500,9.768,-2.342
496.600,9.808,-2.390
496.700,9.832,-2.420
496.800,9.842,-2.430
496.900,9.836,-2.420
497.000,9.818,-2.391
497.100,9.788,-2.344
497.200,9.748,-2.279
497.300,9.703,-2.198
497.400,9.653,-2.105
497.500,9.602,-2.001
497.600,9.553,-1.890
497.700,9.508,-1.775
497.800,9.469,-1.658
497.900,9.436,-1.543
498.000,9.412,-1.434
498.100,9.395,-1.331
498.200,9.386,-1.239
498.300,9.384,-1.157
498.400,9.386,-1.087
498.500,9.391,-1.029
498.600,9.398,-0.983
498.700,9.404,-0.946
498.800,9.407,-0.919
498.900,9.405,-0.897
499.000,9.398,-0.878
499.100,9.384,-0.860
499.200,9.362,-0.840
499.300,9.333,-0.814
499.400,9.298,-0.780
499.500,9.256,-0.735
499.600,9.208,-0.680
499.700,9.157,-0.611
499.800,9.104,-0.531
499.900,9.050,-0.439
500.000,8.996,-0.336
500.100,8.944,-0.226
500.200,8.895,-0.109
500.300,8.849,0.010
500.400,8.808,0.128
500.500,8.771,0.244
500.600,8.738,0.353
500.700,8.709,0.454
500.800,8.685,0.544
500.900,8.663,0.622
501.000,8.644,0.687
501.100,8.627,0.739
501.200,8.611,0.777
501.300,8.596,0.803
501.400,8.580,0.818
501.500,8.564,0.822
501.600,8.547,0.819
501.700,8.529,0.808
501.800,8.509,0.793
501.900,8.487,0.773
502.000,8.463,0.750
502.100,8.438,0.726
502.200,8.410,0.700
502.300,8.381,0.673
502.400,8.349,0.647
502.500,8.316,0.620
502.600,8.282,0.594
502.700,8.247,0.570
502.800,8.210,0.547
502.900,8.173,0.528
503.000,8.136,0.514
503.100,8.099,0.506
503.200,8.063,0.505
503.300,8.028,0.514
503.400,7.994,0.533
503.500,7.963,0.565
503.600,7.934,0.610
503.700,7.908,0.669
503.800,7.887,0.741
503.900,7.869,0.827
504.000,7.858,0.924
504.100,7.852,1.030
504.200,7.852,1.144
504.300,7.860,1.260
504.400,7.875,1.377
504.500,7.898,1.491
504.600,7.929,1.597
504.700,7.968,1.693
504.800,8.015,1.775
504.900,8.069,1.842
505.000,8.130,1.890
505.100,8.196,1.921
505.200,8.266,1.934
505.300,8.338,1.928
505.400,8.411,1.907
505.500,8.481,1.872
505.600,8.548,1.826
505.700,8.610,1.770
505.800,8.664,1.709
505.900,8.708,1.644
506.000,8.743,1.578
506.100,8.767,1.512
506.200,8.780,1.447
506.300,8.782,1.384
506.400,8.774,1.322
506.500,8.759,1.260
506.600,8.737,1.198
506.700,8.711,1.132
506.800,8.685,1.061
506.900,8.659,0.983
507.000,8.637,0.896
507.100,8.620,0.798
507.200,8.611,0.687
507.300,8.610,0.564
507.400,8.618,0.427
507.500,8.634,0.278
507.600,8.659,0.118
507.700,8.690,-0.052
507.800,8.725,-0.230
507.900,8.763,-0.413
508.000,8.801,-0.598
508.100,8.837,-0.784
508.200,8.868,-0.966
508.300,8.893,-1.143
508.400,8.912,-1.312
508.500,8.924,-1.471
508.600,8.929,-1.620
